date_key,source_id,campaign_id,impressions,clicks,spend,conversions,video_views,campaign_name,ad_set_name,objective,source_name,channel,date,year,month,month_name,quarter,is_weekend,CPM,CTR,CPC,Conversion_Rate
20240126,1,4,15647,69,59.37,9,5255,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-01-26,2024,1,Jan,1,False,3.7943375726976414,0.44097910142519336,0.8604347826086957,13.043478260869565
20240127,1,4,4059,27,11.89,3,1710,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-01-27,2024,1,Jan,1,True,2.9292929292929295,0.6651884700665188,0.4403703703703704,11.11111111111111
20240128,1,4,4253,25,19.95,2,1725,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-01-28,2024,1,Jan,1,True,4.690806489536797,0.5878203620973431,0.7979999999999999,8.0
20240129,1,4,15951,88,61.13,10,6015,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-01-29,2024,1,Jan,1,False,3.8323616074227322,0.5516895492445615,0.694659090909091,11.363636363636363
20240130,1,4,15313,100,85.37,8,6102,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-01-30,2024,1,Jan,1,False,5.5750016325997525,0.653039900737935,0.8537,8.0
20240131,1,4,16373,71,51.51,10,5351,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-01-31,2024,1,Jan,1,False,3.1460331032797897,0.433640750015269,0.7254929577464788,14.084507042253522
20240201,1,4,9845,45,18.35,3,4642,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-01,2024,2,Feb,1,False,1.8638902996444897,0.4570848146267141,0.4077777777777778,6.666666666666667
20240202,1,4,6924,48,27.5,6,2578,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-02,2024,2,Feb,1,False,3.971692663200462,0.6932409012131715,0.5729166666666666,12.5
20240203,1,4,9883,64,46.79,8,3458,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-03,2024,2,Feb,1,True,4.7343923909744,0.647576646767176,0.73109375,12.5
20240204,1,4,9188,52,41.22,5,4118,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-04,2024,2,Feb,1,True,4.486286460600783,0.5659555942533739,0.7926923076923077,9.615384615384617
20240205,1,4,14341,91,70.13,8,6591,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-05,2024,2,Feb,1,False,4.890175022662296,0.634544313506729,0.7706593406593406,8.791208791208792
20240206,1,4,12890,57,36.83,5,5208,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-06,2024,2,Feb,1,False,2.857253685027153,0.4422032583397983,0.6461403508771929,8.771929824561402
20240207,1,4,9285,54,36.6,4,3529,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-07,2024,2,Feb,1,False,3.941841680129241,0.5815831987075929,0.6777777777777778,7.4074074074074066
20240208,1,4,5981,20,8.99,2,2647,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-08,2024,2,Feb,1,False,1.503093128239425,0.33439224209998325,0.4495,10.0
20240209,1,4,13702,82,61.91,11,5108,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-09,2024,2,Feb,1,False,4.518318493650562,0.5984527806159685,0.755,13.414634146341465
20240210,1,4,7431,49,28.79,4,2830,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-10,2024,2,Feb,1,True,3.874310321625622,0.6593998116000538,0.5875510204081632,8.16326530612245
20240211,1,4,4244,23,10.93,1,1570,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-11,2024,2,Feb,1,True,2.5754005655042413,0.5419415645617343,0.4752173913043478,4.3478260869565215
20240212,1,4,10450,59,24.36,6,3355,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-12,2024,2,Feb,1,False,2.3311004784688993,0.5645933014354068,0.4128813559322034,10.16949152542373
20240213,1,4,10315,67,27.79,3,3650,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-13,2024,2,Feb,1,False,2.694134755210858,0.6495395055744062,0.4147761194029851,4.477611940298507
20240214,1,4,10574,32,24.99,3,4337,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-14,2024,2,Feb,1,False,2.363344051446945,0.3026290902212975,0.7809375,9.375
20240215,1,4,9654,46,17.9,2,3849,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-15,2024,2,Feb,1,False,1.854153718665838,0.47648643049513156,0.38913043478260867,4.3478260869565215
20240216,1,4,6802,37,28.36,3,2257,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-16,2024,2,Feb,1,False,4.169361952366951,0.5439576595119082,0.7664864864864864,8.108108108108109
20240217,1,4,9816,46,26.05,2,4606,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-17,2024,2,Feb,1,True,2.653830480847596,0.46862265688671556,0.566304347826087,4.3478260869565215
20240218,1,4,8173,52,35.49,5,3628,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-18,2024,2,Feb,1,True,4.342346751498837,0.6362412822708919,0.6825,9.615384615384617
20240219,1,4,9605,62,51.58,4,4597,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-19,2024,2,Feb,1,False,5.370119729307652,0.6454971369078605,0.8319354838709677,6.451612903225806
20240220,1,4,13366,82,41.33,11,4705,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-20,2024,2,Feb,1,False,3.092174173275475,0.6134969325153374,0.5040243902439024,13.414634146341465
20240221,1,4,11214,77,32.49,5,4615,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-21,2024,2,Feb,1,False,2.8972712680577852,0.686641697877653,0.42194805194805196,6.493506493506493
20240222,1,4,6535,36,29.9,3,2100,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-22,2024,2,Feb,1,False,4.575363427697016,0.5508798775822494,0.8305555555555555,8.333333333333332
20240223,1,4,9912,59,49.07,6,3920,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-23,2024,2,Feb,1,False,4.950564971751412,0.5952380952380952,0.8316949152542373,10.16949152542373
20240224,1,4,6167,31,26.63,4,2402,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-24,2024,2,Feb,1,True,4.318144965137019,0.5026755310523755,0.8590322580645161,12.903225806451612
20240225,1,4,5852,27,8.13,1,2494,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-25,2024,2,Feb,1,True,1.3892686261107317,0.4613807245386192,0.30111111111111116,3.7037037037037033
20240226,1,4,8494,47,39.93,3,3037,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-26,2024,2,Feb,1,False,4.700965387332235,0.5533317635978338,0.8495744680851064,6.382978723404255
20240227,1,4,6683,32,21.6,3,3051,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-27,2024,2,Feb,1,False,3.232081400568607,0.47882687415831215,0.675,9.375
20240228,1,4,15805,64,42.88,5,5532,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-28,2024,2,Feb,1,False,2.7130654856058207,0.4049351471053464,0.67,7.8125
20240229,1,4,13486,55,19.6,7,4400,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-02-29,2024,2,Feb,1,False,1.453359039003411,0.40783034257748774,0.3563636363636364,12.727272727272727
20240301,1,4,15914,52,45.32,7,5233,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-01,2024,3,Mar,1,False,2.847806962423024,0.32675631519416865,0.8715384615384616,13.461538461538462
20240302,1,4,9867,37,17.19,2,3904,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-02,2024,3,Mar,1,True,1.7421708726056555,0.37498733150907065,0.4645945945945946,5.405405405405405
20240303,1,4,5329,36,21.75,1,1834,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-03,2024,3,Mar,1,True,4.081441170951398,0.6755488834678176,0.6041666666666666,2.7777777777777777
20240304,1,4,13931,97,67.19,12,6074,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-04,2024,3,Mar,1,False,4.823056492714091,0.6962888522001293,0.692680412371134,12.371134020618557
20240305,1,4,5892,24,12.09,3,2568,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-05,2024,3,Mar,1,False,2.0519348268839104,0.40733197556008144,0.50375,12.5
20240306,1,4,7881,25,10.99,2,2785,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-06,2024,3,Mar,1,False,1.3944930846339298,0.317218627077782,0.4396,8.0
20240307,1,4,13627,72,33.45,7,5349,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-07,2024,3,Mar,1,False,2.454685550744845,0.5283628091289352,0.46458333333333335,9.722222222222223
20240308,1,4,6235,39,29.92,2,2109,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-08,2024,3,Mar,1,False,4.798716920609463,0.6255012028869287,0.7671794871794873,5.128205128205128
20240309,1,4,8622,54,22.3,6,2859,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-09,2024,3,Mar,1,True,2.5864068661563446,0.6263048016701461,0.412962962962963,11.11111111111111
20240310,1,4,7605,26,22.93,1,2774,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-10,2024,3,Mar,1,True,3.0151216305062456,0.3418803418803419,0.8819230769230769,3.8461538461538463
20240311,1,4,7441,26,10.18,1,2933,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-11,2024,3,Mar,1,False,1.368095686063701,0.34941540115575864,0.3915384615384615,3.8461538461538463
20240312,1,4,9598,57,37.14,5,3488,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-12,2024,3,Mar,1,False,3.8695561575328195,0.5938737236924359,0.651578947368421,8.771929824561402
20240313,1,4,13545,56,39.05,6,5890,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-13,2024,3,Mar,1,False,2.882982650424511,0.4134366925064599,0.6973214285714285,10.714285714285714
20240314,1,4,14724,66,36.24,8,4891,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-14,2024,3,Mar,1,False,2.461287693561532,0.44824775876120615,0.5490909090909091,12.121212121212121
20240315,1,4,8493,55,28.23,3,3140,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-15,2024,3,Mar,1,False,3.323913811374073,0.647592134699164,0.5132727272727273,5.454545454545454
20240316,1,4,7132,26,16.42,1,2644,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-16,2024,3,Mar,1,True,2.302299495232754,0.36455412226584405,0.6315384615384616,3.8461538461538463
20240317,1,4,7641,49,23.03,3,2960,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-17,2024,3,Mar,1,True,3.0140034026959825,0.6412773197225494,0.47000000000000003,6.122448979591836
20240318,1,4,11194,52,35.6,4,3827,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-18,2024,3,Mar,1,False,3.180275147400393,0.46453457209219223,0.6846153846153846,7.6923076923076925
20240319,1,4,15599,61,31.88,6,6903,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-19,2024,3,Mar,1,False,2.0437207513302136,0.39105070837874223,0.5226229508196721,9.836065573770492
20240320,1,4,9925,41,24.6,2,4619,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-20,2024,3,Mar,1,False,2.478589420654912,0.4130982367758187,0.6000000000000001,4.878048780487805
20240321,1,4,13011,63,31.26,5,4518,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-21,2024,3,Mar,1,False,2.402582430251326,0.4842056721235877,0.49619047619047624,7.936507936507936
20240322,1,4,15879,110,73.14,10,7406,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-22,2024,3,Mar,1,False,4.6060835065180425,0.6927388374582782,0.6649090909090909,9.090909090909092
20240323,1,4,7991,31,14.49,3,3537,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-23,2024,3,Mar,1,True,1.8132899511950946,0.3879364284820423,0.46741935483870967,9.67741935483871
20240324,1,4,4065,13,9.56,1,1696,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-24,2024,3,Mar,1,True,2.3517835178351785,0.3198031980319803,0.7353846153846154,7.6923076923076925
20240325,1,4,15923,63,22.18,6,5879,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-25,2024,3,Mar,1,False,1.3929535891477738,0.39565408528543616,0.3520634920634921,9.523809523809524
20240326,1,4,14665,49,24.46,6,5432,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-26,2024,3,Mar,1,False,1.6679168087282648,0.3341288782816229,0.49918367346938775,12.244897959183673
20240327,1,4,8341,26,10.33,3,2687,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-27,2024,3,Mar,1,False,1.2384606162330656,0.31171322383407263,0.3973076923076923,11.538461538461538
20240328,1,4,15010,59,35.68,3,5124,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-28,2024,3,Mar,1,False,2.3770819453697536,0.3930712858094603,0.6047457627118644,5.084745762711865
20240329,1,4,14367,56,47.33,7,5661,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-29,2024,3,Mar,1,False,3.2943551193707803,0.3897821396255307,0.8451785714285714,12.5
20240330,1,4,4207,12,7.63,1,1459,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-30,2024,3,Mar,1,True,1.8136439267886855,0.2852388875683385,0.6358333333333334,8.333333333333332
20240331,1,4,9877,55,45.96,5,4650,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,Amazon Ad Server,Programmatic,2024-03-31,2024,3,Mar,1,True,4.653234787891059,0.5568492457223854,0.8356363636363636,9.090909090909092
20230101,2,4,9762,39,13.22,4,3895,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-01,2023,1,Jan,1,True,1.3542306904322885,0.39950829748002464,0.338974358974359,10.256410256410255
20230102,2,4,10543,58,45.4,4,3956,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-02,2023,1,Jan,1,False,4.306174713079768,0.5501280470454329,0.7827586206896552,6.896551724137931
20230103,2,4,6998,23,6.91,3,2386,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-03,2023,1,Jan,1,False,0.9874249785653043,0.32866533295227207,0.30043478260869566,13.043478260869565
20230104,2,4,16487,51,32.2,3,5923,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-04,2023,1,Jan,1,False,1.953053921271305,0.30933462728210104,0.6313725490196079,5.88235294117647
20230105,2,4,11599,42,23.43,2,4765,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-05,2023,1,Jan,1,False,2.0200017242865766,0.3621001810500905,0.5578571428571428,4.761904761904762
20230106,2,4,11607,78,69.47,5,4417,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-06,2023,1,Jan,1,False,5.985181356078229,0.6720082708710261,0.8906410256410257,6.41025641025641
20230107,2,4,7062,42,33.88,3,3073,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-07,2023,1,Jan,1,True,4.797507788161995,0.5947323704333051,0.8066666666666668,7.142857142857142
20230108,2,4,10065,65,31.9,3,3951,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-08,2023,1,Jan,1,True,3.169398907103825,0.6458022851465475,0.49076923076923074,4.615384615384616
20230109,2,4,7016,21,17.57,1,2418,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-09,2023,1,Jan,1,False,2.5042759407069557,0.2993158494868871,0.8366666666666667,4.761904761904762
20230110,2,4,8960,57,21.13,6,3742,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-10,2023,1,Jan,1,False,2.3582589285714284,0.6361607142857143,0.3707017543859649,10.526315789473683
20230111,2,4,11709,44,30.56,6,4445,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-11,2023,1,Jan,1,False,2.609958151849005,0.37577931505679396,0.6945454545454545,13.636363636363635
20230112,2,4,15153,100,84.65,7,5831,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-12,2023,1,Jan,1,False,5.58635253745133,0.6599353263380189,0.8465,7.000000000000001
20230113,2,4,5503,17,10.49,1,2568,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-13,2023,1,Jan,1,False,1.9062329638379067,0.3089224059603852,0.6170588235294118,5.88235294117647
20230114,2,4,10110,45,19.81,2,4539,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-14,2023,1,Jan,1,True,1.9594460929772501,0.44510385756676557,0.4402222222222222,4.444444444444445
20230115,2,4,4085,24,19.0,3,1536,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-15,2023,1,Jan,1,True,4.651162790697675,0.587515299877601,0.7916666666666666,12.5
20230116,2,4,7234,34,23.92,4,3232,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-16,2023,1,Jan,1,False,3.306607685927564,0.4700027647221454,0.703529411764706,11.76470588235294
20230117,2,4,8977,56,44.28,3,3349,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-17,2023,1,Jan,1,False,4.932605547510304,0.6238164197393339,0.7907142857142857,5.357142857142857
20230118,2,4,7086,38,16.96,4,2911,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-18,2023,1,Jan,1,False,2.3934518769404463,0.5362686988427886,0.4463157894736842,10.526315789473683
20230119,2,4,14879,88,43.72,8,6976,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-19,2023,1,Jan,1,False,2.938369514080247,0.5914375966126756,0.4968181818181818,9.090909090909092
20230120,2,4,5938,31,12.24,2,2108,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-20,2023,1,Jan,1,False,2.0613001010441225,0.5220613001010441,0.39483870967741935,6.451612903225806
20230121,2,4,6073,41,35.37,4,2113,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-21,2023,1,Jan,1,True,5.824139634447555,0.6751193808661288,0.8626829268292683,9.75609756097561
20230122,2,4,9492,66,36.86,6,4210,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-22,2023,1,Jan,1,True,3.883270122208175,0.695322376738306,0.5584848484848485,9.090909090909092
20230123,2,4,16135,100,32.01,9,5745,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-23,2023,1,Jan,1,False,1.983885962193988,0.6197706848466067,0.3201,9.0
20230124,2,4,8748,29,19.47,2,3762,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-24,2023,1,Jan,1,False,2.225651577503429,0.33150434385002286,0.6713793103448276,6.896551724137931
20230125,2,4,5960,20,6.52,2,2169,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-25,2023,1,Jan,1,False,1.093959731543624,0.33557046979865773,0.32599999999999996,10.0
20230126,2,4,7976,34,15.25,3,3358,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-26,2023,1,Jan,1,False,1.911985957873621,0.4262788365095286,0.4485294117647059,8.823529411764707
20230127,2,4,15786,109,55.23,9,7575,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-27,2023,1,Jan,1,False,3.4986697073356137,0.6904852400861523,0.506697247706422,8.256880733944955
20230128,2,4,9437,39,29.45,3,3592,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-28,2023,1,Jan,1,True,3.1206951361661543,0.41326692804916815,0.7551282051282051,7.6923076923076925
20230129,2,4,9669,40,35.15,3,3661,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-29,2023,1,Jan,1,True,3.635329403247492,0.4136932464577516,0.8787499999999999,7.5
20230130,2,4,8823,50,36.73,4,3863,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-30,2023,1,Jan,1,False,4.162983112320072,0.566700668706789,0.7345999999999999,8.0
20230131,2,4,8430,33,29.38,2,2859,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-01-31,2023,1,Jan,1,False,3.485172004744958,0.3914590747330961,0.8903030303030303,6.0606060606060606
20230201,2,4,15723,83,44.29,6,7483,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-01,2023,2,Feb,1,False,2.8168924505501494,0.5278890796921707,0.5336144578313253,7.228915662650602
20230202,2,4,11738,48,39.37,3,4305,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-02,2023,2,Feb,1,False,3.3540637246549667,0.4089282671664679,0.8202083333333333,6.25
20230203,2,4,16459,113,87.28,15,7559,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-03,2023,2,Feb,1,False,5.302873807643235,0.6865544686797497,0.7723893805309735,13.274336283185843
20230204,2,4,4186,17,5.33,0,1761,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-04,2023,2,Feb,1,True,1.2732919254658386,0.40611562350692787,0.3135294117647059,0.0
20230205,2,4,9191,43,26.79,5,3539,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-05,2023,2,Feb,1,True,2.914807964312915,0.4678489827004678,0.6230232558139535,11.627906976744185
20230206,2,4,16072,67,39.9,7,6716,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-06,2023,2,Feb,1,False,2.4825783972125435,0.41687406669985066,0.5955223880597015,10.44776119402985
20230207,2,4,9311,33,19.41,2,4224,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-07,2023,2,Feb,1,False,2.084631081516486,0.35441950381269466,0.5881818181818181,6.0606060606060606
20230208,2,4,15120,74,23.74,6,6009,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-08,2023,2,Feb,1,False,1.57010582010582,0.4894179894179894,0.3208108108108108,8.108108108108109
20230209,2,4,11187,76,25.6,7,3940,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-09,2023,2,Feb,1,False,2.2883704299633507,0.6793599713953696,0.3368421052631579,9.210526315789473
20230210,2,4,7960,28,20.45,1,2820,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-10,2023,2,Feb,1,False,2.569095477386935,0.35175879396984927,0.7303571428571428,3.571428571428571
20230211,2,4,10411,57,46.93,4,4095,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-11,2023,2,Feb,1,True,4.507732206320238,0.5474978388243205,0.8233333333333334,7.017543859649122
20230212,2,4,10380,72,43.47,5,4887,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-12,2023,2,Feb,1,True,4.187861271676301,0.6936416184971098,0.60375,6.944444444444445
20230213,2,4,12553,53,22.38,3,5682,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-13,2023,2,Feb,1,False,1.7828407551979606,0.42220983031944553,0.4222641509433962,5.660377358490567
20230214,2,4,6009,30,19.79,3,2684,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-14,2023,2,Feb,1,False,3.293393243468131,0.4992511233150275,0.6596666666666666,10.0
20230215,2,4,8089,25,18.42,1,3037,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-15,2023,2,Feb,1,False,2.2771665224378785,0.30906168871306716,0.7368000000000001,4.0
20230216,2,4,7827,24,14.52,3,3538,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-16,2023,2,Feb,1,False,1.8551169030279802,0.30663089306247604,0.605,12.5
20230217,2,4,14425,79,25.87,7,6001,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-17,2023,2,Feb,1,False,1.793414211438475,0.5476603119584056,0.32746835443037975,8.860759493670885
20230218,2,4,10090,67,41.81,9,3839,Profound intangible policy,Profound intangible policy_Tier2,Brand Awareness,StackAdapt,Programmatic,2023-02-18,2023,2,Feb,1,True,4.14370664023786,0.6640237859266601,0.6240298507462687,13.432835820895523
