date_key,source_id,campaign_id,impressions,clicks,spend,conversions,video_views
20230512,3,2,10528,50,44.4,6,3681
20230513,3,2,5364,35,25.16,2,2223
20230514,3,2,4554,21,15.54,1,1511
20230515,3,2,5628,37,24.15,2,2632
20230516,3,2,7813,25,8.85,2,3077
20230517,3,2,11961,61,49.32,7,4051
20230518,3,2,14584,81,64.99,4,6912
20230519,3,2,13371,69,23.76,4,5506
20230520,3,2,8479,47,16.13,4,3310
20230521,3,2,6104,36,21.48,2,2844
20230522,3,2,11172,56,32.44,4,5316
20230523,3,2,9092,30,15.8,2,3762
20230524,3,2,11107,61,31.69,5,5041
20230525,3,2,6396,29,21.79,3,2085
20230526,3,2,14855,82,35.32,4,6538
20230527,3,2,3739,15,6.5,1,1693
20230528,3,2,6132,34,14.26,3,2571
20230529,3,2,7821,51,16.29,2,3103
20230530,3,2,11696,67,38.51,4,5418
20230531,3,2,8588,46,27.01,4,3977
20230601,3,2,7621,50,29.19,4,2674
20230602,3,2,6911,33,15.28,3,2449
20230603,3,2,5273,34,21.03,2,2427
20230604,3,2,3506,11,5.25,0,1540
20230605,3,2,8027,44,27.92,5,3845
20230606,3,2,7994,36,25.03,3,3593
20230607,3,2,11223,71,62.36,7,3934
20230608,3,2,14008,77,30.54,4,6047
20230609,3,2,6754,27,21.33,1,3198
20230610,3,2,7247,38,20.43,2,3279
20230611,3,2,6563,38,18.7,4,2238
20230612,3,2,11473,71,57.36,10,4341
20230613,3,2,7228,45,32.8,5,2804
20230614,3,2,13731,54,31.03,5,4705
20230615,3,2,12291,44,23.11,2,5700
20230616,3,2,15535,104,87.62,10,6033
20230617,3,2,5432,23,15.38,1,2382
20230618,3,2,10366,67,35.92,8,4816
20230619,3,2,10010,52,25.43,4,4143
20230620,3,2,10091,54,30.54,6,4644
20230621,3,2,6525,22,14.29,2,2898
20230622,3,2,12057,57,26.56,6,4610
20230623,3,2,15914,76,45.7,4,6840
20230624,3,2,5889,32,21.73,3,2631
20230625,3,2,9900,60,25.57,7,3467
20230626,3,2,13862,79,66.06,4,6368
20230627,3,2,10979,60,19.12,7,3752
20230628,3,2,7680,41,22.3,4,3600
20230629,3,2,7631,37,25.16,5,3002
20230630,3,2,11310,71,24.9,6,5350
20230701,3,2,8985,50,33.0,3,4219
20230702,3,2,7158,43,17.15,5,3331
20230703,3,2,8565,30,10.0,2,3486
20230704,3,2,11036,45,24.41,2,4362
20230705,3,2,10926,72,26.45,4,3708
20230706,3,2,14535,76,28.38,5,6633
20230707,3,2,10681,57,23.43,6,3437
20230708,3,2,8879,57,22.22,8,3043
20230709,3,2,3502,21,6.74,1,1494
20230710,3,2,11844,77,60.02,5,5302
20230711,3,2,7651,47,30.38,2,2529
20230712,3,2,14511,50,17.32,2,4857
20230713,3,2,14766,91,57.22,9,6634
20230714,3,2,13981,43,27.28,4,5698
20230715,3,2,3931,24,12.34,3,1591
20230716,3,2,8855,33,25.0,4,3518
20230717,3,2,8223,37,30.58,2,3364
20230718,3,2,10481,54,40.5,6,4806
20230719,3,2,15533,46,20.56,4,6814
20230720,3,2,15639,81,31.02,4,7034
20230721,3,2,14484,62,33.57,4,5136
20230722,3,2,4766,21,8.77,2,1883
20230723,3,2,9929,32,21.22,3,3381
20230724,3,2,10067,37,14.89,2,4272
20230725,3,2,16293,80,44.03,5,7087
20230726,3,2,11411,51,29.17,6,5473
20230727,3,2,15221,90,29.39,10,5679
20230728,3,2,11353,67,26.14,7,3910
20230729,3,2,5149,32,21.29,3,2259
20230730,3,2,8133,33,28.01,4,3620
20230731,3,2,6780,43,30.8,6,2678
20230801,3,2,38613,213,158.71,26,16194
20230802,3,2,40669,251,177.98,33,15285
20230803,3,2,38395,249,144.89,30,13828
20230804,3,2,48496,261,92.72,19,20066
20230805,3,2,12062,57,34.71,5,4890
20230806,3,2,13719,74,52.93,6,5850
20230807,3,2,18720,118,40.34,16,8688
20230808,3,2,46902,238,86.74,33,21997
20230809,3,2,43979,297,149.98,28,20567
20230810,3,2,42414,159,135.5,22,18838
20230811,3,2,24825,103,68.02,10,9361
20230812,3,2,16854,56,40.55,3,6954
20230813,3,2,24464,82,41.9,10,8907
20230814,3,2,18503,82,50.16,5,7173
20230815,3,2,49486,324,171.69,36,22794
20230816,3,2,44784,145,107.18,8,14498
20230817,3,2,26796,160,143.09,20,9204
20230818,3,2,46708,247,217.51,35,15223
20230819,3,2,15880,108,51.63,7,5711
20230820,3,2,28667,186,112.3,16,12809
20230821,3,2,19948,136,107.78,10,8666
20230822,3,2,30604,188,168.85,13,11741
20230823,3,2,43259,201,114.56,12,14526
20230824,3,2,19499,78,56.6,5,8156
20230825,3,2,45464,271,150.11,23,19313
20230826,3,2,22270,118,84.52,12,7857
20230827,3,2,13862,63,29.98,7,6318
20230828,3,2,25367,114,81.0,16,11761
20230829,3,2,41071,140,83.59,7,15524
20230830,3,2,48071,239,144.01,25,17058
20230831,3,2,38702,207,75.53,15,18328
20230901,3,2,16307,91,60.97,8,7811
20230902,3,2,9931,39,14.68,4,4016
20230903,3,2,6343,22,11.49,2,2628
20230904,3,2,8247,39,12.96,4,3298
20230905,3,2,7693,38,22.62,4,2679
20230906,3,2,5705,19,11.14,1,2365
20230907,3,2,13360,69,43.31,6,5781
20230908,3,2,13645,78,50.59,9,6186
20230909,3,2,7525,52,36.45,3,3546
20230910,3,2,5909,25,12.26,3,2487
20230911,3,2,13066,49,17.42,4,5042
20230912,3,2,10074,53,36.72,4,3231
20230913,3,2,7786,50,31.41,5,2795
20230914,3,2,15518,101,36.23,5,6473
20230915,3,2,10227,57,39.68,6,4136
20230916,3,2,8080,43,35.08,5,2892
20230917,3,2,4233,17,13.94,1,1683
20230918,3,2,5967,33,11.33,4,2192
20230919,3,2,7430,46,31.28,6,3411
20230920,3,2,7632,30,18.48,1,3362
20230921,3,2,15039,74,38.89,3,5520
20230922,3,2,16165,68,39.47,5,6987
20230923,3,2,6373,44,38.44,4,2351
20230924,3,2,4632,22,9.51,1,1995
20230925,3,2,8204,39,21.3,2,3075
20230926,3,2,10188,46,30.17,5,4797
20230927,3,2,6661,28,13.62,3,2629
20230928,3,2,11993,73,30.81,9,5621
20230929,3,2,5915,32,21.88,4,2605
20230930,3,2,9902,57,37.06,5,4739
20231001,3,2,8794,26,9.54,3,3074
20231002,3,2,6574,22,8.84,2,2267
20231003,3,2,10506,64,24.96,5,4307
20231004,3,2,14554,100,33.47,9,5729
20231005,3,2,8235,46,31.73,6,2823
20231006,3,2,14745,102,47.43,13,5288
20231007,3,2,10397,47,18.59,4,3409
20231008,3,2,4424,28,15.09,3,1793
20231009,3,2,11909,67,29.3,4,5048
20231010,3,2,11996,70,62.93,4,5540
20231011,3,2,9365,41,33.34,3,4135
20231012,3,2,15953,63,46.12,9,7550
20231013,3,2,7277,39,26.54,4,2729
20231014,3,2,3530,22,8.85,2,1539
20231015,3,2,4761,31,17.91,3,2171
20231016,3,2,15513,102,45.68,9,5900
20231017,3,2,10411,58,23.46,3,3701
20231018,3,2,12104,49,31.25,5,4874
20231019,3,2,11424,43,13.96,2,4691
20231020,3,2,16320,68,21.41,9,6447
20231021,3,2,5560,35,25.67,1,2610
20231022,3,2,6582,41,19.37,6,3067
20231023,3,2,13679,91,48.01,11,6437
20231024,3,2,7939,26,15.71,2,3195
20231025,3,2,14952,64,22.51,4,5925
20231026,3,2,10155,57,24.25,6,4421
20231027,3,2,12290,37,14.75,3,4323
20231028,3,2,6265,35,14.33,5,2228
20231029,3,2,8613,32,26.4,4,2940
20231030,3,2,15414,104,82.48,10,5504
20231031,3,2,15449,65,43.52,4,5713
20231101,3,2,6582,41,15.02,2,2146
20231102,3,2,8750,48,40.46,3,3071
20231103,3,2,12843,85,39.58,7,4678
20231104,3,2,6157,19,7.6,2,2825
20231105,3,2,7487,44,38.47,6,3451
20231106,3,2,15204,83,68.57,10,4924
20231107,3,2,8108,26,9.77,3,3319
20231108,3,2,5981,32,13.33,1,2828
20231109,3,2,13935,63,31.68,6,5238
20231110,3,2,10402,58,19.57,7,3569
20231111,3,2,4741,32,27.42,4,2118
20231112,3,2,5150,23,11.26,3,2199
20231113,3,2,10626,32,24.44,2,3641
20231114,3,2,7576,45,29.48,5,2705
20231115,3,2,16144,67,42.77,4,5944
20231116,3,2,6574,31,21.9,1,2571
20231117,3,2,10329,39,13.59,4,3425
20231118,3,2,9366,44,37.18,3,3191
20231119,3,2,4892,17,6.84,1,2062
20231120,3,2,10280,51,43.49,3,3810
20231121,3,2,13615,41,18.15,5,5988
20231122,3,2,8400,28,21.25,3,2760
20231123,3,2,12391,83,72.74,8,4357
20231124,3,2,11911,80,64.32,4,5529
20231125,3,2,8535,52,44.89,6,2861
20231126,3,2,3904,19,9.79,2,1807
20231127,3,2,16442,61,54.7,8,7384
20231128,3,2,11740,66,30.74,9,3792
20231129,3,2,13880,72,25.9,5,4855
20231130,3,2,7505,48,21.89,4,3465
20231201,3,2,13371,45,23.1,4,5280
20231202,3,2,5193,21,10.6,2,2017
20231203,3,2,3628,21,7.91,1,1253
20231204,3,2,11102,34,29.59,3,3974
20231205,3,2,11629,71,51.57,8,5318
20231206,3,2,6638,29,14.91,2,2310
20231207,3,2,14637,49,23.11,3,5161
20231208,3,2,7431,50,22.64,3,3384
20231209,3,2,3899,26,13.89,3,1520
20231210,3,2,7482,40,21.06,4,2691
20231211,3,2,16120,66,44.16,3,7250
20231212,3,2,12075,50,42.5,4,5103
20231213,3,2,8834,53,41.88,5,2849
20231214,3,2,14045,60,22.15,5,5892
20231215,3,2,16265,61,39.16,5,5531
20231216,3,2,9916,55,17.66,4,3213
20231217,3,2,5614,23,19.08,3,2173
20231218,3,2,13454,52,43.45,4,6045
20231219,3,2,14774,81,39.4,10,5645
20231220,3,2,11600,80,26.17,9,5548
20231221,3,2,5835,19,9.76,1,2329
20231222,3,2,6297,42,14.14,4,2922
20231223,3,2,3579,23,18.26,1,1640
20231224,3,2,6552,45,14.51,4,2930
20231225,3,2,6022,37,30.37,4,2202
20231226,3,2,10962,58,44.91,4,5161
20231227,3,2,14163,48,21.58,2,6752
20231228,3,2,14224,81,68.6,6,6493
20231229,3,2,15900,79,56.89,10,5432
20231230,3,2,9825,52,35.84,3,4383
20231231,3,2,8606,43,14.94,3,3748
20240101,3,2,12845,77,62.95,10,5921
20240102,3,2,15808,107,43.92,11,6509
20240103,3,2,11481,48,19.28,2,4844
20240104,3,2,9323,36,32.38,5,3331
20240105,3,2,13564,77,51.07,7,6477
20240106,3,2,6731,39,30.47,4,2780
20240107,3,2,4437,19,6.7,2,1577
20240108,3,2,10205,65,26.22,5,3666
20240109,3,2,15853,74,64.2,8,5653
20240110,3,2,12305,53,40.12,3,4757
20240111,3,2,13359,44,37.09,6,5864
20240112,3,2,8891,44,31.7,4,2925
20240113,3,2,7994,48,31.29,4,3756
20240114,3,2,5226,22,15.07,1,2136
20240115,3,2,14884,65,20.72,6,5422
20240116,3,2,15572,77,61.54,8,6136
20240117,3,2,11008,60,42.78,5,3646
20240118,3,2,6356,26,22.58,2,2473
20240119,3,2,11856,74,42.25,5,5004
20240120,3,2,8320,45,32.56,4,3828
20240121,3,2,5793,27,22.62,3,2760
20240122,3,2,10971,72,42.1,4,5137
20240123,3,2,8098,42,19.64,2,3376
20240124,3,2,9351,39,16.29,4,3380
20240125,3,2,15342,104,82.95,9,5873
20240126,3,2,7607,36,14.99,4,3016
20240127,3,2,6642,42,27.78,4,2661
20240128,3,2,8953,31,12.94,2,3664
20240129,3,2,7664,38,19.23,2,2534
20240130,3,2,5936,35,29.71,2,2454
20240131,3,2,6406,21,7.8,1,2669
20240201,3,2,10628,69,56.88,4,4729
20240202,3,2,5523,26,15.2,2,2650
20240203,3,2,6724,22,11.32,1,3212
20240204,3,2,9627,30,24.41,2,3324
20240205,3,2,10971,50,31.83,2,4777
20240206,3,2,16381,55,38.43,7,6083
20240207,3,2,12706,67,33.58,6,4919
20240208,3,2,11239,66,23.36,7,3774
20240209,3,2,8611,26,19.34,2,4032
20240210,3,2,10240,59,43.92,8,3797
20240211,3,2,3783,20,16.45,1,1594
20240212,3,2,12651,38,18.81,3,5233
20240213,3,2,16042,54,26.75,2,5932
20240214,3,2,7100,35,24.05,3,2282
20240215,3,2,10145,64,26.65,9,3853
20240216,3,2,7794,40,14.78,4,3562
20240217,3,2,3561,12,4.56,1,1298
20240218,3,2,9620,57,36.5,7,4530
20240219,3,2,8988,40,30.99,5,3992
20240220,3,2,10903,54,40.44,6,5143
20240221,3,2,15758,63,34.92,4,5606
20240222,3,2,11426,63,55.53,9,4600
20240223,3,2,7464,36,24.58,4,3424
20240224,3,2,4692,17,13.83,1,2236
20240225,3,2,5085,24,17.25,1,2242
20240226,3,2,13332,77,51.95,8,6209
20240227,3,2,6943,21,13.1,1,2770
20240228,3,2,11975,69,24.07,3,4616
20240229,3,2,9652,60,23.82,6,3618
20240301,3,2,15219,47,37.0,6,6125
20240302,3,2,10259,31,12.69,2,3927
20240303,3,2,8218,39,13.94,4,3344
20240304,3,2,13190,64,39.09,4,4789
20240305,3,2,9400,39,23.16,4,3629
20240306,3,2,8355,27,22.65,2,3187
20240307,3,2,15185,72,50.88,6,6157
20240308,3,2,6092,40,29.85,2,2644
20240309,3,2,9838,68,30.04,6,3707
20240310,3,2,8217,35,30.6,4,2809
20240311,3,2,8355,39,13.73,3,3874
20240312,3,2,10763,58,18.0,6,4774
20240313,3,2,12116,81,63.9,10,4940
20240314,3,2,12236,74,42.31,9,4358
20240315,3,2,10666,72,45.97,7,4296
20240316,3,2,6194,36,31.12,1,2902
20240317,3,2,10294,41,16.66,5,3669
20240318,3,2,16245,90,68.66,12,6464
20240319,3,2,14060,71,46.38,6,6234
20240320,3,2,15570,68,51.59,8,7253
20240321,3,2,12380,85,48.49,11,5319
20240322,3,2,15268,47,27.91,5,7041
20240323,3,2,6481,22,7.48,1,2138
20240324,3,2,8256,36,28.36,5,3483
20240325,3,2,16139,90,34.38,6,5419
20240326,3,2,12538,43,38.13,5,5208
20240327,3,2,6297,40,24.15,5,2154
20240328,3,2,8026,53,35.49,5,3245
20240329,3,2,14526,100,76.1,14,5379
20240330,3,2,9619,31,15.91,1,3226
20240331,3,2,5418,33,28.89,3,1738
20230101,1,3,4610,25,20.92,2,2095
20230102,1,3,8474,33,12.25,4,3837
20230103,1,3,10965,70,45.19,7,5068
20230104,1,3,9336,51,41.75,7,3339
20230105,1,3,11225,73,55.99,6,5335
20230106,1,3,9889,47,20.28,4,4739
20230107,1,3,7998,39,23.06,5,3708
20230108,1,3,9712,62,31.23,5,3654
20230109,1,3,6454,28,8.47,3,2309
20230110,1,3,7646,43,27.11,2,2848
20230111,1,3,14857,60,53.38,3,5525
20230112,1,3,13107,75,27.33,7,6129
20230113,1,3,7318,22,14.25,2,2447
20230114,1,3,3606,24,7.82,1,1188
20230115,1,3,7464,50,41.71,4,3459
20230116,1,3,13233,43,23.62,4,4623
20230117,1,3,8167,35,24.73,2,3326
20230118,1,3,7385,45,30.06,2,3351
20230119,1,3,13816,48,40.09,7,4880
20230120,1,3,5733,31,22.9,3,1835
20230121,1,3,10272,33,19.41,3,4640
20230122,1,3,7147,45,14.57,6,2306
20230123,1,3,15995,70,46.34,8,7388
20230124,1,3,7812,46,31.23,6,2814
20230125,1,3,8981,36,29.38,4,3902
20230126,1,3,8466,49,31.86,5,3206
20230127,1,3,6265,26,11.42,2,2964
20230128,1,3,7744,42,15.5,3,3510
20230129,1,3,7954,27,18.39,3,2732
20230130,1,3,16478,78,67.74,8,5378
20230131,1,3,9522,48,21.89,3,4231
20230201,1,3,7634,30,26.41,3,3647
20230202,1,3,7291,49,35.76,4,2666
20230203,1,3,10792,72,40.93,8,4716
20230204,1,3,8000,40,14.55,4,2946
20230205,1,3,6759,45,22.16,5,2331
20230206,1,3,15004,60,22.64,3,5924
20230207,1,3,13328,69,25.22,7,5255
20230208,1,3,12027,40,26.28,5,4156
20230209,1,3,13915,71,29.6,3,5987
20230210,1,3,11005,34,25.96,3,4893
20230211,1,3,10154,34,17.2,3,4126
20230212,1,3,6237,26,12.83,2,2614
20230213,1,3,13304,91,32.9,7,5606
20230214,1,3,13682,71,45.49,8,4665
20230215,1,3,15005,57,47.54,5,6239
20230216,1,3,8444,47,16.4,2,2853
20230217,1,3,8901,39,19.37,4,3326
20230218,1,3,9200,55,31.05,2,2966
20230219,1,3,8446,58,44.25,4,3927
20230220,1,3,16093,49,37.08,4,5664
20230221,1,3,10976,39,32.28,5,3580
20230222,1,3,12216,62,40.22,5,5111
20230223,1,3,12157,83,48.02,11,4803
20230224,1,3,9135,62,29.75,4,3031
20230225,1,3,7044,21,16.22,2,2572
20230226,1,3,6416,20,9.27,1,2344
20230227,1,3,13371,52,22.43,6,4723
20230228,1,3,10249,70,43.02,3,4669
20230301,1,3,6946,24,7.39,2,2834
20230302,1,3,7366,38,19.33,3,2920
20230303,1,3,9639,67,29.56,5,3320
20230304,1,3,7333,46,40.13,3,2467
20230305,1,3,7144,31,18.13,1,2669
20230306,1,3,6955,36,19.01,2,2882
20230307,1,3,16423,82,62.48,6,7046
20230308,1,3,10950,72,23.86,4,4991
20230309,1,3,16465,83,57.68,4,6283
20230310,1,3,13951,71,42.4,6,5681
20230311,1,3,8517,47,26.8,6,3218
20230312,1,3,5814,20,6.25,1,2358
20230313,1,3,15183,65,25.61,5,5620
20230314,1,3,10943,75,39.09,8,4153
20230315,1,3,12688,70,62.42,10,5257
20230316,1,3,11414,48,32.51,5,4840
20230317,1,3,9627,66,53.72,9,3989
20230318,1,3,7590,52,46.32,4,2764
20230319,1,3,8623,42,20.52,4,4061
20230320,1,3,13246,78,48.61,9,6301
20230321,1,3,8769,34,28.96,3,4198
20230322,1,3,13286,79,44.97,5,5289
20230323,1,3,12059,59,45.43,5,5066
20230324,1,3,13543,46,21.31,3,4570
20230325,1,3,4514,26,11.2,3,1928
20230326,1,3,4207,28,9.15,2,1710
20230327,1,3,14466,90,76.64,5,6632
20230328,1,3,13345,78,40.49,7,5325
20230329,1,3,15705,106,43.72,12,5707
20230330,1,3,12375,70,44.53,5,5127
20230331,1,3,15238,58,22.16,4,4876
20230401,1,3,4798,17,5.87,1,2041
20230402,1,3,6830,41,13.5,6,2871
20230403,1,3,8454,39,32.55,3,2730
20230404,1,3,12829,80,27.42,8,5438
20230405,1,3,15358,68,37.94,5,5651
20230406,1,3,16086,78,65.99,7,7152
20230407,1,3,6340,24,17.1,2,2814
20230408,1,3,8971,60,27.49,4,3102
20230409,1,3,5567,23,13.78,2,2024
20230410,1,3,10387,70,37.32,4,3581
20230411,1,3,14888,70,40.04,7,6877
20230412,1,3,8646,48,41.22,3,2940
20230413,1,3,6668,44,37.42,3,3189
20230414,1,3,8037,30,23.27,2,3516
20230415,1,3,8787,51,22.42,3,3718
20230416,1,3,8959,42,17.29,2,3359
20230417,1,3,15160,105,92.65,12,4910
20230418,1,3,14986,62,29.64,5,5683
20230419,1,3,14015,63,46.18,6,5643
20230420,1,3,6149,34,28.63,1,2057
20230421,1,3,6833,42,18.85,3,2271
20230422,1,3,5917,27,19.41,2,2611
20230423,1,3,7447,52,35.68,3,2637
20230424,1,3,7353,39,26.23,2,2614
20230425,1,3,15408,103,42.8,7,5245
20230426,1,3,15587,74,31.05,4,5200
20230427,1,3,14153,47,34.5,5,6793
20230428,1,3,10311,56,34.3,5,4228
20230429,1,3,4001,17,8.15,1,1640
20230430,1,3,5459,24,19.59,2,2309
20230501,1,3,12579,60,26.87,8,4984
20230502,1,3,13084,52,36.66,4,5414
20230503,1,3,11878,47,14.82,3,4691
20230504,1,3,8853,56,32.1,5,4109
20230505,1,3,6419,30,19.35,2,2509
20230506,1,3,8282,43,36.98,5,3735
20230507,1,3,10450,72,49.18,8,4906
20230508,1,3,9634,44,28.89,4,3577
20230509,1,3,9763,47,27.25,5,4136
20230510,1,3,8230,40,22.79,4,3551
20230511,1,3,8101,52,20.02,6,3838
20230512,1,3,5804,19,8.71,1,2371
20230513,1,3,8658,38,13.56,2,3465
20230514,1,3,4286,13,8.34,1,1770
20230515,1,3,14720,67,30.75,9,6114
20230516,1,3,10714,50,40.79,3,5109
20230517,1,3,11408,62,32.7,4,4970
20230518,1,3,12534,55,36.92,6,4158
20230519,1,3,11321,68,37.1,4,4141
20230520,1,3,5122,25,8.78,2,2414
20230521,1,3,8932,45,20.87,4,3327
20230522,1,3,9319,33,11.86,2,3475
20230523,1,3,6749,32,21.01,1,2363
20230524,1,3,11185,36,28.67,3,4604
20230525,1,3,15637,88,30.57,7,7204
20230526,1,3,15760,80,34.55,11,5365
20230527,1,3,8654,50,18.67,4,3949
20230528,1,3,10196,39,17.5,4,4192
20230529,1,3,13492,52,32.98,3,6107
20230530,1,3,10565,36,17.82,2,4208
20230531,1,3,9325,51,30.71,4,3234
20230601,1,3,8148,31,14.86,3,3261
20230602,1,3,10252,63,53.72,4,3960
20230603,1,3,4854,26,7.92,2,2149
20230604,1,3,6666,25,12.6,2,2218
20230605,1,3,14531,91,45.1,10,6293
20230606,1,3,7939,50,27.61,6,3344
20230607,1,3,15941,86,28.64,5,5287
20230608,1,3,9418,32,14.02,4,3927
20230609,1,3,15620,87,42.56,4,6131
20230610,1,3,3744,11,4.18,1,1397
20230611,1,3,8881,39,27.87,4,3895
20230612,1,3,13307,43,20.31,2,4874
20230613,1,3,13631,53,30.99,7,6143
20230614,1,3,9990,30,13.29,1,4216
20230615,1,3,15145,52,19.08,3,5366
20230616,1,3,10142,50,15.28,4,3765
20230617,1,3,7513,49,36.94,6,2505
20230618,1,3,3556,19,14.92,1,1582
20230619,1,3,15786,77,30.54,5,5518
20230620,1,3,14958,53,25.58,6,6539
20230621,1,3,9083,49,19.97,4,3214
20230622,1,3,9803,55,28.81,5,4403
20230623,1,3,9692,44,18.62,3,4179
20230624,1,3,4764,32,23.27,4,1658
20230625,1,3,8213,45,20.75,4,3167
20230626,1,3,12661,54,35.62,6,5635
20230627,1,3,11759,49,15.98,5,4043
20230628,1,3,11210,74,58.08,5,4026
20230629,1,3,14080,53,26.38,4,5421
20230630,1,3,9329,49,29.5,5,3251
20230701,1,3,4816,27,10.77,3,2206
20230702,1,3,9478,53,23.55,7,4339
20230703,1,3,13690,54,39.27,3,5913
20230704,1,3,7464,39,25.18,2,3555
20230705,1,3,12406,86,50.61,10,4759
20230706,1,3,9381,43,15.46,4,3661
20230707,1,3,12622,81,41.05,6,5750
20230708,1,3,9384,61,42.18,5,3867
20230709,1,3,3973,26,15.69,2,1437
20230710,1,3,14869,102,87.89,8,6417
20230711,1,3,12248,41,36.5,4,4366
20230712,1,3,9136,35,17.02,1,2996
20230713,1,3,5811,36,23.85,2,2630
20230714,1,3,11826,38,17.58,3,4470
20230715,1,3,9826,52,45.29,5,3548
20230716,1,3,5497,17,9.68,2,2307
20230717,1,3,11100,66,37.31,4,3891
20230718,1,3,8984,36,13.37,1,4217
20230719,1,3,12686,64,48.16,3,5502
20230720,1,3,11029,48,37.4,4,4721
20230721,1,3,15989,73,51.45,8,6796
20230722,1,3,5385,37,22.43,4,2183
20230723,1,3,5086,35,27.38,1,2405
20230724,1,3,15260,47,35.21,2,5836
20230725,1,3,16457,69,29.61,9,5897
20230726,1,3,15486,90,80.91,8,6571
20230727,1,3,8295,39,33.66,2,3613
20230728,1,3,15813,53,23.35,7,5694
20230729,1,3,5514,37,25.21,2,2178
20230730,1,3,4141,26,15.71,3,1534
20230731,1,3,10450,70,38.62,6,4473
20230801,1,3,49272,336,113.98,24,21064
20230802,1,3,33224,113,99.75,10,11466
20230803,1,3,47576,163,69.41,16,17053
20230804,1,3,20384,123,51.3,11,6666
20230805,1,3,30584,93,31.41,5,13071
20230806,1,3,25395,152,113.91,8,9775
20230807,1,3,48605,254,219.72,22,21978
20230808,1,3,47638,201,95.19,14,20715
20230809,1,3,45322,312,206.25,25,15827
20230810,1,3,46091,177,67.58,16,21705
20230811,1,3,34923,172,127.0,13,13130
20230812,1,3,19905,111,63.17,8,8722
20230813,1,3,19202,88,65.99,8,6949
20230814,1,3,37646,237,161.38,24,13943
20230815,1,3,39504,270,201.15,35,16542
20230816,1,3,40289,153,137.52,15,16263
20230817,1,3,28518,150,134.06,8,13169
20230818,1,3,17103,92,45.58,11,5554
20230819,1,3,29040,186,117.72,20,13232
20230820,1,3,22207,75,50.59,10,9700
20230821,1,3,26918,122,96.37,6,8920
20230822,1,3,34534,227,132.92,31,12771
20230823,1,3,31617,193,78.42,15,10608
20230824,1,3,37283,222,89.94,14,13319
20230825,1,3,31505,118,62.14,9,11236
20230826,1,3,20752,107,50.09,13,9397
20230827,1,3,10768,74,37.41,9,4673
20230828,1,3,27568,143,108.94,17,12969
20230829,1,3,31343,134,53.69,10,14742
20230830,1,3,30079,134,44.89,18,12026
20230831,1,3,46807,164,98.64,22,22290
20230901,1,3,16104,97,73.06,7,6512
20230902,1,3,6991,26,23.21,1,2756
20230903,1,3,6325,27,15.19,3,2768
20230904,1,3,8814,30,9.18,1,3885
20230905,1,3,6716,42,13.19,4,2474
20230906,1,3,16369,58,26.47,4,6842
20230907,1,3,14693,71,40.43,6,4741
20230908,1,3,13356,63,21.64,5,6330
20230909,1,3,8091,34,21.68,3,2632
20230910,1,3,10046,44,27.95,4,3824
20230911,1,3,13402,45,30.24,3,4377
20230912,1,3,15756,60,24.07,8,6913
20230913,1,3,9940,32,17.12,4,3923
20230914,1,3,9597,40,27.43,4,3477
20230915,1,3,14591,46,38.83,5,4715
20230916,1,3,8164,56,39.74,6,3260
20230917,1,3,6801,27,14.01,2,2915
20230918,1,3,7804,49,26.74,5,3696
20230919,1,3,15543,95,51.15,5,6851
20230920,1,3,15840,106,44.17,14,6572
20230921,1,3,13438,80,58.6,8,4815
20230922,1,3,10375,61,50.78,3,3989
20230923,1,3,4277,24,9.43,1,1440
20230924,1,3,4387,15,12.53,1,1811
20230925,1,3,7491,39,32.42,4,3180
20230926,1,3,6143,28,9.16,2,2593
20230927,1,3,11039,51,31.01,5,3681
20230928,1,3,15105,89,75.38,13,4945
20230929,1,3,11633,35,29.65,2,5386
20230930,1,3,6179,20,13.01,1,2747
20231001,1,3,8084,30,12.94,3,2629
20231002,1,3,14804,52,20.39,2,5566
20231003,1,3,15855,53,33.94,4,5913
20231004,1,3,15001,75,51.35,9,5936
20231005,1,3,10563,34,12.38,4,4856
20231006,1,3,5724,28,14.48,3,2024
20231007,1,3,7056,45,39.59,6,2260
20231008,1,3,8666,26,20.28,2,3021
20231009,1,3,16248,52,42.72,4,5991
20231010,1,3,7155,39,32.39,5,3253
20231011,1,3,13783,74,44.61,5,6497
20231012,1,3,10396,31,9.83,3,3975
20231013,1,3,9249,47,40.76,5,4043
20231014,1,3,6553,31,9.96,3,2938
20231015,1,3,7256,48,36.45,5,3109
20231016,1,3,7777,45,33.88,2,3121
20231017,1,3,16298,86,35.93,6,7116
20231018,1,3,11484,51,45.32,4,4715
20231019,1,3,7764,37,26.66,4,2598
20231020,1,3,7712,44,19.15,4,3026
20231021,1,3,5253,26,22.16,3,1850
20231022,1,3,7161,31,10.62,2,2716
20231023,1,3,9715,37,26.61,4,4126
20231024,1,3,10610,32,17.71,4,4706
20231025,1,3,7654,27,17.23,3,2954
20231026,1,3,8267,27,15.26,3,3358
20231027,1,3,8334,25,10.89,2,3140
20231028,1,3,5747,39,17.23,2,2706
20231029,1,3,5685,19,9.66,1,1995
20231030,1,3,11046,76,28.81,9,4116
20231031,1,3,10527,43,20.44,2,4052
20231101,1,3,7780,26,22.2,3,2861
20231102,1,3,13780,48,30.12,6,4945
20231103,1,3,8745,60,38.03,4,2873
20231104,1,3,7345,25,13.94,1,3314
20231105,1,3,4762,33,20.0,2,1944
